consecutive_number,state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,body_type_name,number_of_fatalities
150047,Hawaii,Urban,2,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
61367,California,Urban,16,Clear,Standard Pickup,1
420606,Pennsylvania,Urban,21,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
370403,North Carolina,Rural,14,Rain,4-Door Sedan/Hardtop,1
370979,North Carolina,Rural,5,Rain,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
280073,Mississippi,Rural,11,Rain,4-Door Sedan/Hardtop,1
62187,California,Rural,14,Rain,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
150092,Hawaii,Rural,8,Severe Crosswinds,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
150092,Hawaii,Rural,8,Severe Crosswinds,Station Wagon (Excluding Van and Truck-Based),2
483325,Texas,Rural,17,Clear,Standard Pickup,1
360243,New York,Urban,2,Clear,4-Door Sedan/Hardtop,3
260570,Michigan,Rural,15,Clear,4-Door Sedan/Hardtop,1
260188,Michigan,Urban,1,Clear,4-Door Sedan/Hardtop,1
370556,North Carolina,Rural,23,Clear,4-Door Sedan/Hardtop,4
480705,Texas,Rural,6,Clear,4-Door Sedan/Hardtop,1
481573,Texas,Rural,15,Clear,4-Door Sedan/Hardtop,1
483427,Texas,Rural,12,Clear,Standard Pickup,1
481564,Texas,Rural,6,Clear,Standard Pickup,1
370013,North Carolina,Rural,0,Clear,Minivan,1
483467,Texas,Rural,6,Clear,Standard Pickup,1
370301,North Carolina,Rural,0,Clear,4-Door Sedan/Hardtop,1
130228,Georgia,Urban,20,Clear,Station Wagon (Excluding Van and Truck-Based),1
371005,North Carolina,Rural,22,Clear,4-Door Sedan/Hardtop,1
370476,North Carolina,Rural,17,Clear,4-Door Sedan/Hardtop,1
370474,North Carolina,Rural,7,Clear,4-Door Sedan/Hardtop,1
371022,North Carolina,Rural,23,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
370611,North Carolina,Rural,19,Clear,Pickup with Slide-In Camper,1
370598,North Carolina,Rural,12,Clear,4-Door Sedan/Hardtop,1
370843,North Carolina,Rural,9,Clear,4-Door Sedan/Hardtop,1
370800,North Carolina,Rural,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
260507,Michigan,Rural,20,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
370778,North Carolina,Rural,12,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
370807,North Carolina,Rural,14,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
370501,North Carolina,Rural,13,Clear,4-Door Sedan/Hardtop,1
370472,North Carolina,Rural,14,Clear,Motorcycle,1
370797,North Carolina,Rural,16,Clear,4-Door Sedan/Hardtop,1
370818,North Carolina,Rural,0,Clear,4-Door Sedan/Hardtop,1
370275,North Carolina,Urban,0,Clear,4-Door Sedan/Hardtop,1
370058,North Carolina,Rural,3,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
371158,North Carolina,Rural,0,Clear,4-Door Sedan/Hardtop,1
370051,North Carolina,Rural,21,Clear,4-Door Sedan/Hardtop,1
370773,North Carolina,Rural,3,Clear,4-Door Sedan/Hardtop,1
480168,Texas,Rural,4,Clear,4-Door Sedan/Hardtop,1
370181,North Carolina,Rural,19,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
481812,Texas,Rural,22,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
480203,Texas,Urban,17,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
370749,North Carolina,Rural,3,Clear,4-Door Sedan/Hardtop,1
370941,North Carolina,Rural,18,Clear,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
370892,North Carolina,Urban,21,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
370366,North Carolina,Urban,14,Clear,Standard Pickup,1
482803,Texas,Rural,17,Clear,Standard Pickup,1
260858,Michigan,Urban,20,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
483327,Texas,Urban,5,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
370982,North Carolina,Rural,11,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
371162,North Carolina,Rural,10,Clear,4-Door Sedan/Hardtop,1
370442,North Carolina,Rural,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
371040,North Carolina,Rural,8,Clear,4-Door Sedan/Hardtop,1
370555,North Carolina,Rural,20,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",2
371324,North Carolina,Rural,15,Clear,Minivan,1
371279,North Carolina,Rural,15,Clear,Standard Pickup,1
370840,North Carolina,Rural,18,Clear,Standard Pickup,1
370503,North Carolina,Rural,22,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
370125,North Carolina,Rural,6,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
370842,North Carolina,Rural,13,Clear,4-Door Sedan/Hardtop,1
370563,North Carolina,Rural,19,Clear,2-Door Sedan/Hardtop/Coupe,2
370923,North Carolina,Rural,0,Clear,Standard Pickup,1
370973,North Carolina,Rural,7,Clear,Station Wagon (Excluding Van and Truck-Based),2
371343,North Carolina,Rural,20,Clear,4-Door Sedan/Hardtop,1
370829,North Carolina,Rural,14,Clear,4-Door Sedan/Hardtop,1
370901,North Carolina,Rural,7,Clear,2-Door Sedan/Hardtop/Coupe,1
371223,North Carolina,Rural,2,Clear,4-Door Sedan/Hardtop,1
370794,North Carolina,Rural,1,Clear,Standard Pickup,1
371345,North Carolina,Rural,22,Clear,2-Door Sedan/Hardtop/Coupe,1
371336,North Carolina,Rural,0,Clear,4-Door Sedan/Hardtop,1
370191,North Carolina,Rural,11,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
370103,North Carolina,Rural,16,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
371179,North Carolina,Rural,9,Clear,4-Door Sedan/Hardtop,1
370098,North Carolina,Rural,8,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
370978,North Carolina,Urban,20,Clear,Standard Pickup,1
482998,Texas,Urban,22,Clear,Standard Pickup,1
482998,Texas,Urban,22,Clear,Station Wagon (Excluding Van and Truck-Based),1
122347,Florida,Rural,7,Clear,Standard Pickup,3
290333,Missouri,Rural,20,Clear,4-Door Sedan/Hardtop,1
61984,California,Rural,99,Clear,3-Door/2-Door Hatchback,1
122477,Florida,Rural,21,Clear,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
50212,Arkansas,Rural,12,Clear,Motorcycle,1
230148,Maine,Rural,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
500032,Vermont,Rural,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
530140,Washington,Rural,1,Clear,2-Door Sedan/Hardtop/Coupe,1
10674,Alabama,Rural,0,Clear,Standard Pickup,1
450893,South Carolina,Rural,1,Clear,4-Door Sedan/Hardtop,1
481767,Texas,Rural,20,Clear,4-Door Sedan/Hardtop,1
260786,Michigan,Rural,3,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
260758,Michigan,Rural,2,Clear,4-Door Sedan/Hardtop,1
370491,North Carolina,Urban,20,Clear,4-Door Sedan/Hardtop,1
260470,Michigan,Urban,2,Clear,Station Wagon (Excluding Van and Truck-Based),1
250304,Massachusetts,Urban,19,Clear,4-Door Sedan/Hardtop,1
230137,Maine,Urban,8,Clear,Station Wagon (Excluding Van and Truck-Based),1
500054,Vermont,Rural,5,Clear,4-Door Sedan/Hardtop,1
250167,Massachusetts,Urban,7,Clear,4-Door Sedan/Hardtop,1
230123,Maine,Rural,8,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
230153,Maine,Rural,4,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290347,Missouri,Rural,17,Unknown,Standard Pickup,1
400514,Oklahoma,Rural,23,Unknown,3-Door/2-Door Hatchback,1
170086,Illinois,Urban,6,Unknown,Station Wagon (Excluding Van and Truck-Based),1
510195,Virginia,Rural,1,Not Reported,4-Door Sedan/Hardtop,1
370334,North Carolina,Rural,20,"Fog, Smog, Smoke",4-Door Sedan/Hardtop,1
290024,Missouri,Rural,19,Other,4-Door Sedan/Hardtop,1
500043,Vermont,Rural,22,Freezing Rain or Drizzle,4-Door Sedan/Hardtop,1
230021,Maine,Rural,13,"Sleet, Hail",Minivan,1
190021,Iowa,Rural,0,Unknown,4-Door Sedan/Hardtop,1
220020,Louisiana,Rural,23,"Fog, Smog, Smoke",Standard Pickup,1
450807,South Carolina,Rural,20,"Fog, Smog, Smoke",4-Door Sedan/Hardtop,1
10419,Alabama,Rural,0,"Fog, Smog, Smoke",Standard Pickup,1
61891,California,Rural,7,"Fog, Smog, Smoke",Standard Pickup,2
510358,Virginia,Urban,10,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
510647,Virginia,Rural,20,Not Reported,4-Door Sedan/Hardtop,1
510653,Virginia,Rural,21,Not Reported,4-Door Sedan/Hardtop,1
510021,Virginia,Rural,1,Not Reported,4-Door Sedan/Hardtop,1
510570,Virginia,Rural,19,Not Reported,4-Door Sedan/Hardtop,2
510481,Virginia,Rural,17,Not Reported,4-Door Sedan/Hardtop,2
80327,Colorado,Rural,18,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
510328,Virginia,Rural,6,Not Reported,Standard Pickup,1
510268,Virginia,Rural,17,Not Reported,2-Door Sedan/Hardtop/Coupe,1
340203,New Jersey,Urban,6,Not Reported,4-Door Sedan/Hardtop,1
410149,Oregon,Urban,20,Not Reported,2-Door Sedan/Hardtop/Coupe,1
510174,Virginia,Rural,13,Not Reported,4-Door Sedan/Hardtop,1
410004,Oregon,Rural,99,Not Reported,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
510575,Virginia,Rural,1,Not Reported,4-Door Sedan/Hardtop,1
510098,Virginia,Rural,4,Not Reported,2-Door Sedan/Hardtop/Coupe,1
510204,Virginia,Rural,22,Not Reported,Standard Pickup,2
200354,Kansas,Rural,12,Not Reported,4-Door Sedan/Hardtop,1
510632,Virginia,Rural,23,Not Reported,4-Door Sedan/Hardtop,1
90229,Connecticut,Urban,8,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
420655,Pennsylvania,Urban,15,Clear,"Single-Unit Straight Truck or Cab-Chassis (19,500 lbs < GVWR <=
26,000 lbs) (Since 2011)",1
250285,Massachusetts,Urban,3,Clear,4-Door Sedan/Hardtop,2
330018,New Hampshire,Rural,11,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
61092,California,Rural,15,Clear,Minivan,1
420790,Pennsylvania,Rural,18,Clear,3-Door/2-Door Hatchback,1
61405,California,Rural,2,Clear,Standard Pickup,1
170445,Illinois,Rural,2,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
530391,Washington,Rural,1,Clear,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
220134,Louisiana,Rural,7,Clear,2-Door Sedan/Hardtop/Coupe,1
290474,Missouri,Rural,9,Clear,4-Door Sedan/Hardtop,1
180516,Indiana,Rural,16,Clear,4-Door Sedan/Hardtop,1
470169,Tennessee,Rural,9,Clear,2-Door Sedan/Hardtop/Coupe,1
400349,Oklahoma,Rural,12,Clear,Motorcycle,1
130077,Georgia,Rural,12,Clear,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
130701,Georgia,Rural,4,Clear,4-Door Sedan/Hardtop,1
10043,Alabama,Rural,3,Clear,4-Door Sedan/Hardtop,1
62196,California,Rural,1,Clear,2-Door Sedan/Hardtop/Coupe,1
121042,Florida,Rural,23,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
61566,California,Rural,13,Clear,4-Door Sedan/Hardtop,1
62042,California,Rural,17,Clear,Other Bus Type,1
60751,California,Rural,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
121730,Florida,Rural,6,Clear,Standard Pickup,1
120824,Florida,Rural,13,Clear,Standard Pickup,1
50138,Arkansas,Urban,22,Clear,2-Door Sedan/Hardtop/Coupe,1
490072,Utah,Urban,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
122743,Florida,Urban,11,Clear,Motorcycle,1
240253,Maryland,Urban,14,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
482457,Texas,Rural,17,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
210400,Kentucky,Rural,9,Clear,4-Door Sedan/Hardtop,1
390582,Ohio,Urban,7,Clear,2-Door Sedan/Hardtop/Coupe,1
121323,Florida,Rural,19,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
50041,Arkansas,Rural,6,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),3
450722,South Carolina,Rural,17,Clear,Motorcycle,1
61846,California,Rural,1,Clear,4-Door Sedan/Hardtop,1
61567,California,Rural,22,Clear,2-Door Sedan/Hardtop/Coupe,1
130993,Georgia,Rural,22,Clear,4-Door Sedan/Hardtop,1
470587,Tennessee,Urban,5,Clear,Minivan,1
340293,New Jersey,Urban,14,Clear,4-Door Sedan/Hardtop,2
90266,Connecticut,Urban,11,Clear,Minivan,1
330062,New Hampshire,Urban,9,Clear,4-Door Sedan/Hardtop,1
470944,Tennessee,Urban,14,Clear,4-Door Sedan/Hardtop,1
410435,Oregon,Rural,19,Clear,Standard Pickup,1
121441,Florida,Rural,4,Clear,Standard Pickup,1
410073,Oregon,Rural,2,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
360108,New York,Rural,23,Clear,Standard Pickup,1
400431,Oklahoma,Rural,21,Clear,Standard Pickup,1
150090,Hawaii,Rural,22,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
120367,Florida,Rural,3,Clear,4-Door Sedan/Hardtop,1
130118,Georgia,Rural,5,Clear,4-Door Sedan/Hardtop,1
330101,New Hampshire,Rural,2,Clear,Standard Pickup,1
280060,Mississippi,Rural,3,Clear,4-Door Sedan/Hardtop,1
330049,New Hampshire,Urban,6,Clear,4-Door Sedan/Hardtop,1
240041,Maryland,Rural,12,Clear,Minivan,1
220021,Louisiana,Rural,23,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
210741,Kentucky,Rural,7,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
290892,Missouri,Rural,13,Clear,Standard Pickup,1
390264,Ohio,Urban,14,Clear,4-Door Sedan/Hardtop,1
90053,Connecticut,Urban,12,Clear,Station Wagon (Excluding Van and Truck-Based),1
240118,Maryland,Urban,11,Clear,4-Door Sedan/Hardtop,1
410254,Oregon,Rural,14,Clear,Station Wagon (Excluding Van and Truck-Based),1
170586,Illinois,Rural,15,Clear,Other or Unknown Automobile Type,1
170829,Illinois,Rural,8,Clear,4-Door Sedan/Hardtop,1
390944,Ohio,Rural,17,Clear,4-Door Sedan/Hardtop,1
220492,Louisiana,Rural,23,Clear,Standard Pickup,1
100092,Delaware,Rural,16,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
450483,South Carolina,Rural,10,Clear,4-Door Sedan/Hardtop,1
470200,Tennessee,Rural,4,Clear,"Convertible (Excludes Sunroof, T-Bar)",1
220489,Louisiana,Rural,99,Clear,4-Door Sedan/Hardtop,1
210216,Kentucky,Rural,22,Clear,4-Door Sedan/Hardtop,1
180736,Indiana,Rural,19,Clear,Standard Pickup,1
240236,Maryland,Rural,23,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
90036,Connecticut,Rural,4,Clear,4-Door Sedan/Hardtop,1
50242,Arkansas,Rural,23,Clear,4-Door Sedan/Hardtop,2
330126,New Hampshire,Rural,5,Clear,4-Door Sedan/Hardtop,1
280240,Mississippi,Rural,4,Clear,Standard Pickup,1
90123,Connecticut,Rural,0,Clear,3-Door/2-Door Hatchback,1
420158,Pennsylvania,Rural,23,Clear,3-Door/2-Door Hatchback,1
210567,Kentucky,Rural,23,Clear,5-Door/4-Door Hatchback,1
420379,Pennsylvania,Rural,3,Clear,4-Door Sedan/Hardtop,1
450106,South Carolina,Rural,17,Clear,4-Door Sedan/Hardtop,2
420208,Pennsylvania,Urban,18,Clear,Motorcycle,1
230020,Maine,Rural,23,Clear,2-Door Sedan/Hardtop/Coupe,1
360130,New York,Rural,11,Clear,4-Door Sedan/Hardtop,1
550082,Wisconsin,Rural,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
350054,New Mexico,Rural,2,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
170504,Illinois,Rural,22,Clear,3-Door/2-Door Hatchback,1
230047,Maine,Rural,20,Clear,4-Door Sedan/Hardtop,1
280035,Mississippi,Rural,15,Clear,4-Door Sedan/Hardtop,1
210729,Kentucky,Rural,18,Clear,Standard Pickup,1
170274,Illinois,Rural,14,Clear,Standard Pickup,1
340388,New Jersey,Rural,12,Clear,Motorcycle,1
540254,West Virginia,Rural,14,Clear,Standard Pickup,1
410321,Oregon,Rural,20,Clear,Station Wagon (Excluding Van and Truck-Based),1
330025,New Hampshire,Urban,11,Cloudy,Standard Pickup,1
260961,Michigan,Rural,4,Cloudy,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
190198,Iowa,Rural,20,Cloudy,Standard Pickup,1
120207,Florida,Rural,16,Cloudy,2-Door Sedan/Hardtop/Coupe,1
290300,Missouri,Rural,18,Cloudy,4-Door Sedan/Hardtop,2
122029,Florida,Urban,20,Cloudy,2-Door Sedan/Hardtop/Coupe,1
60027,California,Rural,1,Cloudy,4-Door Sedan/Hardtop,1
170151,Illinois,Urban,15,Cloudy,Other or Unknown Automobile Type,1
390225,Ohio,Urban,16,Cloudy,4-Door Sedan/Hardtop,1
410271,Oregon,Rural,2,Cloudy,Large Van – Includes Van-Based Buses,1
180069,Indiana,Rural,14,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
360119,New York,Rural,4,Cloudy,4-Door Sedan/Hardtop,2
360875,New York,Rural,0,Cloudy,4-Door Sedan/Hardtop,1
60839,California,Rural,22,Cloudy,4-Door Sedan/Hardtop,1
122157,Florida,Rural,20,Cloudy,Standard Pickup,1
122157,Florida,Rural,20,Cloudy,Minivan,1
480936,Texas,Rural,7,Cloudy,4-Door Sedan/Hardtop,3
260522,Michigan,Rural,7,Cloudy,Standard Pickup,3
482437,Texas,Rural,18,Cloudy,Standard Pickup,1
482501,Texas,Rural,10,Cloudy,Motorcycle,1
370027,North Carolina,Rural,23,Cloudy,2-Door Sedan/Hardtop/Coupe,1
370343,North Carolina,Urban,0,Cloudy,2-Door Sedan/Hardtop/Coupe,1
370276,North Carolina,Rural,8,Cloudy,Standard Pickup,1
370650,North Carolina,Rural,15,Cloudy,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
482711,Texas,Rural,5,Cloudy,4-Door Sedan/Hardtop,1
370333,North Carolina,Rural,19,Cloudy,2-Door Sedan/Hardtop/Coupe,1
370139,North Carolina,Rural,8,Cloudy,4-Door Sedan/Hardtop,1
370122,North Carolina,Rural,12,Cloudy,4-Door Sedan/Hardtop,1
371348,North Carolina,Rural,23,Cloudy,Minivan,1
370053,North Carolina,Rural,19,Cloudy,Other or Unknown Automobile Type,1
370662,North Carolina,Rural,22,Cloudy,4-Door Sedan/Hardtop,1
370062,North Carolina,Rural,19,Cloudy,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
250198,Massachusetts,Urban,0,Cloudy,Standard Pickup,1
500050,Vermont,Rural,10,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
250294,Massachusetts,Urban,1,Clear,4-Door Sedan/Hardtop,2
530501,Washington,Urban,20,Clear,4-Door Sedan/Hardtop,1
90131,Connecticut,Urban,3,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450455,South Carolina,Urban,0,Clear,2-Door Sedan/Hardtop/Coupe,1
450810,South Carolina,Urban,4,Clear,4-Door Sedan/Hardtop,1
450318,South Carolina,Urban,4,Clear,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
10068,Alabama,Rural,16,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
10416,Alabama,Rural,16,Clear,Standard Pickup,1
10880,Alabama,Rural,13,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
210519,Kentucky,Rural,20,Clear,4-Door Sedan/Hardtop,1
50161,Arkansas,Rural,12,Clear,Standard Pickup,1
50137,Arkansas,Rural,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450851,South Carolina,Urban,3,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
410251,Oregon,Urban,3,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
170102,Illinois,Urban,17,Clear,4-Door Sedan/Hardtop,1
450587,South Carolina,Urban,20,Clear,4-Door Sedan/Hardtop,1
450345,South Carolina,Urban,22,Clear,4-Door Sedan/Hardtop,2
170904,Illinois,Urban,5,Clear,4-Door Sedan/Hardtop,2
390820,Ohio,Rural,18,Clear,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
121306,Florida,Urban,1,Clear,4-Door Sedan/Hardtop,1
280111,Mississippi,Urban,0,Clear,4-Door Sedan/Hardtop,1
240404,Maryland,Urban,0,Clear,4-Door Sedan/Hardtop,1
450927,South Carolina,Urban,2,Clear,Standard Pickup,1
450525,South Carolina,Rural,15,Clear,Standard Pickup,1
450542,South Carolina,Rural,18,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
450229,South Carolina,Urban,22,Clear,3-Door/2-Door Hatchback,3
450405,South Carolina,Rural,19,Clear,4-Door Sedan/Hardtop,1
10328,Alabama,Rural,10,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2
10455,Alabama,Rural,19,Clear,4-Door Sedan/Hardtop,1
280378,Mississippi,Rural,12,Clear,4-Door Sedan/Hardtop,2
390557,Ohio,Urban,10,Clear,4-Door Sedan/Hardtop,1
420946,Pennsylvania,Rural,0,Clear,4-Door Sedan/Hardtop,1
450659,South Carolina,Rural,15,Clear,Standard Pickup,1
280265,Mississippi,Rural,15,Clear,4-Door Sedan/Hardtop,1
131157,Georgia,Urban,10,Clear,Motorcycle,1
130776,Georgia,Urban,8,Clear,4-Door Sedan/Hardtop,1
130197,Georgia,Urban,12,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
130567,Georgia,Urban,6,Clear,4-Door Sedan/Hardtop,1
420956,Pennsylvania,Urban,11,Clear,Minivan,1
500021,Vermont,Rural,16,Clear,2-Door Sedan/Hardtop/Coupe,2
420437,Pennsylvania,Urban,15,Clear,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
